#deck:Philosophy & Literature
phil-43	die Handlung	plot/action	The sequence of events in a narrative.	b2 c1 literature noun
phil-44	der Schauplatz	setting/scene	Where and when the story takes place.	b2 c1 literature noun
phil-45	die Metapher	metaphor	A figure of speech making an implicit comparison.	b2 c1 literature noun
phil-46	die Symbolik	symbolism	Use of symbols to represent ideas.	b2 c1 literature noun
phil-47	die Ironie	irony	Saying the opposite of what one means.	b2 c1 literature noun
phil-48	der Erzähler	narrator	Person or voice telling the story.	b2 c1 literature noun
phil-49	die Perspektive	perspective/point of view	Ich-Erzähler = first-person narrator.	b2 c1 literature noun
phil-50	das Motiv	motif	Recurring theme or element in literature.	b2 c1 literature noun
phil-51	Johann Wolfgang von Goethe (1749-1832)	Faust  Die Leiden des jungen Werthers  Wilhelm Meister	Germany's greatest literary figure, Weimar Classicism.	b2 c1 literature author
phil-52	Friedrich Schiller (1759-1805)	Die Räuber  Wilhelm Tell  An die Freude	Dramatist and poet, friend of Goethe.	b2 c1 literature author
phil-53	Thomas Mann (1875-1955)	Buddenbrooks  Der Zauberberg  Doktor Faustus	Nobel Prize 1929. Exile in USA.	b2 c1 literature author
phil-54	Franz Kafka (1883-1924)	Die Verwandlung  Der Prozess  Das Schloss	Prague-born, wrote in German. 'Kafkaesque'.	b2 c1 literature author
phil-55	Hermann Hesse (1877-1962)	Steppenwolf  Siddhartha  Das Glasperlenspiel	Nobel Prize 1946. Themes of self-discovery.	b2 c1 literature author
phil-56	Bertolt Brecht (1898-1956)	Die Dreigroschenoper  Mutter Courage  Episches Theater	Revolutionized modern theater.	b2 c1 literature author
phil-57	Erich Maria Remarque (1898-1970)	Im Westen nichts Neues (All Quiet on the Western Front)	Anti-war novel, 1929. Exile literature.	b2 c1 literature author
phil-58	Heinrich Böll (1917-1985)	Die verlorene Ehre der Katharina Blum  Gruppenbild mit Dame	Nobel Prize 1972. Trümmerliteratur (rubble literature).	b2 c1 literature author
phil-59	Günter Grass (1927-2015)	Die Blechtrommel (The Tin Drum)	Nobel Prize 1999. Danzig Trilogy.	b2 c1 literature author
phil-60	Sturm und Drang	Storm and Stress (1767-1785)	Youth movement: Goethe, Schiller. Emotion over reason.	b2 c1 literature period
phil-61	Weimarer Klassik	Weimar Classicism (1786-1832)	Goethe and Schiller in Weimar. Harmony and beauty.	b2 c1 literature period
phil-62	die Romantik	Romanticism (1795-1848)	Novalis, E.T.A. Hoffmann, Tieck. Imagination and nature.	b2 c1 literature period
phil-63	der Realismus	Realism (1848-1890)	Fontane, Keller. Detailed portrayal of everyday life.	b2 c1 literature period
phil-64	der Naturalismus	Naturalism (1880-1900)	Hauptmann. Scientific observation of life.	b2 c1 literature period
phil-65	der Expressionismus	Expressionism (1910-1925)	Distorted reality, inner experience. Trakl, Heym.	b2 c1 literature period
phil-66	die Exilliteratur	exile literature (1933-1945)	Thomas Mann, Brecht, Remarque fled Nazi Germany.	b2 c1 literature period
phil-67	die Trümmerliteratur	rubble literature (1945-1950)	Post-war literature: Böll, Borchert. Germany in ruins.	b2 c1 literature period
phil-68	Edel sei der Mensch, hilfreich und gut!	Noble be man, helpful and good!	Goethe, 'Das Göttliche' (1783).	b2 c1 literature quote
phil-69	Alle Menschen werden Brüder.	All men become brothers.	Schiller, 'An die Freude' (1785), set by Beethoven.	b2 c1 literature quote
phil-70	Handle nur nach derjenigen Maxime, durch die du zugleich wollen kannst, dass sie ein allgemeines Gesetz werde.	Act only according to that maxim by which you can at the same time will that it should become a universal law.	Kant's categorical imperative, Groundwork (1785).	b2 c1 philosophy quote
phil-71	Was mich nicht umbringt, macht mich stärker.	What does not kill me makes me stronger.	Nietzsche, 'Götzen-Dämmerung' (1889).	b2 c1 philosophy quote
phil-72	Der Mensch ist das Seiende, das sich in seinem Sein zu diesem Sein verhält.	Man is the entity which relates to its being.	Heidegger, 'Sein und Zeit' (1927).	b2 c1 philosophy quote
phil-73	verfassen	to compose/write	Formal: ein Werk verfassen.	b2 c1 literature verb
phil-74	erschaffen	to create	Künstler erschaffen Kunstwerke.	b2 c1 literature verb
phil-75	deuten	to interpret/indicate	Ein text wird gedeutet.	b2 c1 literature verb
phil-76	interpretieren	to interpret	Ein Gedicht interpretieren.	b2 c1 literature verb
phil-77	umgestalten	to transform/reshape	Die Gesellschaft umgestalten.	b2 c1 literature verb
phil-78	kritisieren	to criticize	Gesellschaft kritisieren.	b2 c1 literature verb
phil-79	die Bildung	education/formation/self-cultivation	Uniquely German concept: holistic personal development.	b2 c1 culture noun
phil-80	der Zeitgeist	spirit of the times	Hegel popularized this concept.	b2 c1 culture noun
phil-81	der Weltschmerz	world-weariness/world-pain	Romantic-era melancholy about the world's imperfections.	b2 c1 culture noun
phil-82	die Gemütlichkeit	coziness/comfort	Warm, friendly atmosphere. No direct English equivalent.	b2 c1 culture noun
phil-83	das Fingerspitzengefühl	intuitive flair/tact	Literally 'fingertip feeling'. Tactful sensitivity.	b2 c1 culture noun
phil-84	die Schadenfreude	malicious joy/gloating	Taking pleasure in others' misfortune. Borrowed into English.	b2 c1 culture noun
phil-85	die Angst	anxiety/dread	Existential concept in Heidegger and Kierkegaard.	b2 c1 culture noun
phil-86	die Heimat	homeland/home	Deep emotional attachment to one's region. Untranslatable.	b2 c1 culture noun
phil-87	die Wanderlust	desire to travel/roam	Strong urge to travel. Borrowed into English.	b2 c1 culture noun
